INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1410	14	25	1000	2000	24	390	390	390	390	390	390	180	0
1411	14	26	1000	1700	25	390	390	390	390	390	390	190	0
1412	14	27	1000	1500	26	390	390	390	390	390	390	200	0
1413	14	28	1000	1400	27	390	390	390	390	390	390	210	0
1414	14	29	1000	1300	28	390	390	390	390	390	390	220	0
1415	14	30	1000	1200	29	390	390	390	390	390	390	230	0
1416	14	31	1000	1000	30	390	390	390	390	390	390	242	0
1417	14	32	1000	800	31	390	390	390	390	390	390	254	0
1418	14	33	1000	700	32	390	390	390	390	390	390	266	0
1419	14	34	1000	500	33	390	390	390	390	390	390	278	0
1420	14	35	1000	420	34	390	390	390	390	390	390	290	0
1421	14	36	1000	420	35	390	390	390	390	390	390	302	0
1422	14	37	1000	420	36	390	390	390	390	390	390	314	0
1423	14	38	1000	420	37	390	390	390	390	390	390	326	0
1424	14	39	1000	420	38	390	390	390	390	390	390	338	0
1425	14	40	1000	420	39	390	390	390	390	390	390	350	0
1426	14	41	1000	420	40	390	390	390	390	390	390	365	0
1427	14	42	1000	420	41	390	390	390	390	390	390	380	0
1428	14	43	1000	420	42	390	390	390	390	390	390	395	0
1429	14	44	1000	420	43	390	390	390	390	390	390	410	0
1430	14	45	1000	420	44	390	390	390	390	390	390	425	0
1431	14	46	1000	420	45	390	390	390	390	390	390	440	0
1432	14	47	1000	420	46	390	390	390	390	390	390	455	0
1433	14	48	1000	420	47	390	390	390	390	390	390	470	0
1434	14	49	1000	420	48	390	390	390	390	390	390	485	0
1435	14	50	1000	400	49	390	390	390	390	390	390	500	0
1436	14	51	1000	400	50	390	390	390	390	390	390	518	0
1437	14	52	1000	400	51	390	390	390	390	390	390	536	0
1438	14	53	1000	400	52	390	390	390	390	390	390	554	0
1439	14	54	1000	400	53	390	390	390	390	390	390	572	0
1440	14	55	1000	400	54	390	390	390	390	390	390	590	0
1441	14	56	1000	400	55	390	390	390	390	390	390	608	0
1442	14	57	1000	400	56	390	390	390	390	390	390	626	0
1443	14	58	1000	400	57	390	390	390	390	390	390	644	0
1444	14	59	1000	400	58	390	390	390	390	390	390	662	0
1445	14	60	1000	400	59	390	390	390	390	390	390	680	0
1446	14	61	1000	350	60	390	390	390	390	390	390	700	0
1447	14	62	1000	350	61	390	390	390	390	390	390	720	0
1448	14	63	1000	350	62	390	390	390	390	390	390	740	0
1449	14	64	1000	350	63	390	390	390	390	390	390	760	0
1450	14	65	1000	350	64	390	390	390	390	390	390	780	0
1451	14	66	1000	350	65	390	390	390	390	390	390	800	0
1452	14	67	1000	350	66	390	390	390	390	390	390	820	0
1453	14	68	1000	350	67	390	390	390	390	390	390	840	0
1454	14	69	1000	350	68	390	390	390	390	390	390	860	0
1455	14	70	1000	350	69	390	390	390	390	390	390	880	0
1456	14	71	1000	250	70	390	390	390	390	390	390	902	0
1457	14	72	1000	250	71	390	390	390	390	390	390	924	0
1458	14	73	1000	250	72	390	390	390	390	390	390	946	0
1459	14	74	1000	250	73	390	390	390	390	390	390	968	0
1460	14	75	1000	250	74	390	390	390	390	390	390	990	0
1461	14	76	1000	250	75	390	390	390	390	390	390	1012	0
1462	14	77	1000	250	76	390	390	390	390	390	390	1034	0
1463	14	78	1000	250	77	390	390	390	390	390	390	1056	0
1464	14	79	1000	250	78	390	390	390	390	390	390	1078	0
1465	14	80	1000	250	79	390	390	390	390	390	390	1100	0
1466	14	81	1000	250	80	390	390	390	390	390	390	1125	0
1467	14	82	1000	200	81	390	390	390	390	390	390	1150	0
1468	14	83	1000	200	82	390	390	390	390	390	390	1175	0
1469	14	84	1000	200	83	390	390	390	390	390	390	1200	0
1470	14	85	1000	200	84	390	390	390	390	390	390	1225	0
1471	14	86	1000	200	85	390	390	390	390	390	390	1250	0
1472	14	87	1000	200	86	390	390	390	390	390	390	1275	0
1473	14	88	1000	200	87	390	390	390	390	390	390	1300	0
1474	14	89	1000	200	88	390	390	390	390	390	390	1325	0
1475	14	90	1000	100	89	390	390	390	390	390	390	1350	0
1476	14	91	1000	100	90	390	390	390	390	390	390	1380	0
1477	14	92	1000	100	91	390	390	390	390	390	390	1410	0
1478	14	93	1000	100	92	390	390	390	390	390	390	1440	0
1479	14	94	1000	100	93	390	390	390	390	390	390	1470	0
1480	14	95	1000	100	94	390	390	390	390	390	390	1500	0
1481	14	96	1000	100	95	390	390	390	390	390	390	1530	0
1482	14	97	1000	100	96	390	390	390	390	390	390	1560	0
1483	14	98	1000	100	97	390	390	390	390	390	390	1590	0
1484	14	99	1000	100	98	390	390	390	390	390	390	1620	0
1485	15	1	100	7500	0	20	20	20	20	20	20	0	2
1486	15	2	115	6000	1	30	30	30	30	30	30	0	4
1487	15	3	132	5000	2	42	42	42	42	42	42	0	6
1488	15	4	151	4500	3	60	60	60	60	60	60	0	10
1489	15	5	173	3500	4	88	88	88	88	88	88	0	14
1490	15	6	199	3000	5	140	140	140	140	140	140	0	20
1491	15	7	228	2000	6	186	186	186	186	186	186	0	26
1492	15	8	261	1000	7	270	270	270	270	270	270	0	34
1493	15	9	300	1000	8	390	390	390	390	390	390	0	42
1494	15	10	344	10000	9	390	390	390	390	390	390	0	50
1495	15	11	393	8000	10	390	390	390	390	390	390	0	58
1496	15	12	447	7900	11	390	390	390	390	390	390	0	66
1497	15	13	506	7800	12	390	390	390	390	390	390	0	74
1498	15	14	570	7700	13	390	390	390	390	390	390	0	82
1499	15	15	639	7600	14	390	390	390	390	390	390	0	90
1500	15	16	713	7500	15	390	390	390	390	390	390	0	98
1501	15	17	792	7400	16	390	390	390	390	390	390	0	106
1502	15	18	876	7300	17	390	390	390	390	390	390	0	114
1503	15	19	965	7200	18	390	390	390	390	390	390	0	122
1504	15	20	1000	7000	19	390	390	390	390	390	390	0	130
1505	15	21	1000	5500	20	390	390	390	390	390	390	0	140
1506	15	22	1000	4000	21	390	390	390	390	390	390	0	150
1507	15	23	1000	3000	22	390	390	390	390	390	390	0	160
1508	15	24	1000	2200	23	390	390	390	390	390	390	0	170
1509	15	25	1000	2000	24	390	390	390	390	390	390	0	180
1510	15	26	1000	1700	25	390	390	390	390	390	390	0	190
1511	15	27	1000	1500	26	390	390	390	390	390	390	0	200
1512	15	28	1000	1400	27	390	390	390	390	390	390	0	210
1513	15	29	1000	1300	28	390	390	390	390	390	390	0	220
1514	15	30	1000	1200	29	390	390	390	390	390	390	0	230
1515	15	31	1000	1000	30	390	390	390	390	390	390	0	242
1516	15	32	1000	800	31	390	390	390	390	390	390	0	254
1517	15	33	1000	700	32	390	390	390	390	390	390	0	266
1518	15	34	1000	500	33	390	390	390	390	390	390	0	278
1519	15	35	1000	420	34	390	390	390	390	390	390	0	290
1520	15	36	1000	420	35	390	390	390	390	390	390	0	302
1521	15	37	1000	420	36	390	390	390	390	390	390	0	314
1522	15	38	1000	420	37	390	390	390	390	390	390	0	326
1523	15	39	1000	420	38	390	390	390	390	390	390	0	338
1524	15	40	1000	420	39	390	390	390	390	390	390	0	350
1525	15	41	1000	420	40	390	390	390	390	390	390	0	365
1526	15	42	1000	420	41	390	390	390	390	390	390	0	380
1527	15	43	1000	420	42	390	390	390	390	390	390	0	395
1528	15	44	1000	420	43	390	390	390	390	390	390	0	410
1529	15	45	1000	420	44	390	390	390	390	390	390	0	425
1530	15	46	1000	420	45	390	390	390	390	390	390	0	440
1531	15	47	1000	420	46	390	390	390	390	390	390	0	455
1532	15	48	1000	420	47	390	390	390	390	390	390	0	470
1533	15	49	1000	420	48	390	390	390	390	390	390	0	485
1534	15	50	1000	400	49	390	390	390	390	390	390	0	500
1535	15	51	1000	400	50	390	390	390	390	390	390	0	518
1536	15	52	1000	400	51	390	390	390	390	390	390	0	536
1537	15	53	1000	400	52	390	390	390	390	390	390	0	554
1538	15	54	1000	400	53	390	390	390	390	390	390	0	572
1539	15	55	1000	400	54	390	390	390	390	390	390	0	590
1540	15	56	1000	400	55	390	390	390	390	390	390	0	608
1541	15	57	1000	400	56	390	390	390	390	390	390	0	626
1542	15	58	1000	400	57	390	390	390	390	390	390	0	644
1543	15	59	1000	400	58	390	390	390	390	390	390	0	662
1544	15	60	1000	400	59	390	390	390	390	390	390	0	680
1545	15	61	1000	350	60	390	390	390	390	390	390	0	700
1546	15	62	1000	350	61	390	390	390	390	390	390	0	720
1547	15	63	1000	350	62	390	390	390	390	390	390	0	740
1548	15	64	1000	350	63	390	390	390	390	390	390	0	760
1549	15	65	1000	350	64	390	390	390	390	390	390	0	780
1550	15	66	1000	350	65	390	390	390	390	390	390	0	800
1551	15	67	1000	350	66	390	390	390	390	390	390	0	820
1552	15	68	1000	350	67	390	390	390	390	390	390	0	840
1553	15	69	1000	350	68	390	390	390	390	390	390	0	860
1554	15	70	1000	350	69	390	390	390	390	390	390	0	880
1555	15	71	1000	250	70	390	390	390	390	390	390	0	902
1556	15	72	1000	250	71	390	390	390	390	390	390	0	924
1557	15	73	1000	250	72	390	390	390	390	390	390	0	946
1558	15	74	1000	250	73	390	390	390	390	390	390	0	968
1559	15	75	1000	250	74	390	390	390	390	390	390	0	990
1560	15	76	1000	250	75	390	390	390	390	390	390	0	1012
1561	15	77	1000	250	76	390	390	390	390	390	390	0	1034
1562	15	78	1000	250	77	390	390	390	390	390	390	0	1056
1563	15	79	1000	250	78	390	390	390	390	390	390	0	1078
1564	15	80	1000	250	79	390	390	390	390	390	390	0	1100
1565	15	81	1000	250	80	390	390	390	390	390	390	0	1125
1566	15	82	1000	200	81	390	390	390	390	390	390	0	1150
1567	15	83	1000	200	82	390	390	390	390	390	390	0	1175
1568	15	84	1000	200	83	390	390	390	390	390	390	0	1200
1569	15	85	1000	200	84	390	390	390	390	390	390	0	1225
1570	15	86	1000	200	85	390	390	390	390	390	390	0	1250
1571	15	87	1000	200	86	390	390	390	390	390	390	0	1275
1572	15	88	1000	200	87	390	390	390	390	390	390	0	1300
1573	15	89	1000	200	88	390	390	390	390	390	390	0	1325
1574	15	90	1000	100	89	390	390	390	390	390	390	0	1350
1575	15	91	1000	100	90	390	390	390	390	390	390	0	1380
1576	15	92	1000	100	91	390	390	390	390	390	390	0	1410
1577	15	93	1000	100	92	390	390	390	390	390	390	0	1440
1578	15	94	1000	100	93	390	390	390	390	390	390	0	1470
1579	15	95	1000	100	94	390	390	390	390	390	390	0	1500
1580	15	96	1000	100	95	390	390	390	390	390	390	0	1530
1581	15	97	1000	100	96	390	390	390	390	390	390	0	1560
1582	15	98	1000	100	97	390	390	390	390	390	390	0	1590
1583	15	99	1000	100	98	390	390	390	390	390	390	0	1620
1584	16	1	100	7500	0	10	10	10	10	10	10	0	0
1585	16	2	115	6000	1	15	15	15	15	15	15	0	0
1586	16	3	132	5000	2	21	21	21	21	21	21	0	0
1587	16	4	151	4500	3	30	30	30	30	30	30	0	0
1588	16	5	173	3500	4	44	44	44	44	44	44	0	0
1589	16	6	199	3000	5	70	70	70	70	70	70	0	0
1590	16	7	228	2000	6	93	93	93	93	93	93	0	0
1591	16	8	261	1000	7	135	135	135	135	135	135	0	0
1592	16	9	300	1000	8	195	195	195	195	195	195	0	0
1593	16	10	344	10000	9	195	195	195	195	195	195	0	0
1594	16	11	393	8000	10	195	195	195	195	195	195	0	0
1595	16	12	447	7900	11	195	195	195	195	195	195	0	0
1596	16	13	506	7800	12	195	195	195	195	195	195	0	0
1597	16	14	570	7700	13	195	195	195	195	195	195	0	0
1598	16	15	639	7600	14	195	195	195	195	195	195	0	0
1599	16	16	713	7500	15	195	195	195	195	195	195	0	0
1600	16	17	792	7400	16	195	195	195	195	195	195	0	0
1601	16	18	876	7300	17	195	195	195	195	195	195	0	0
1602	16	19	965	7200	18	195	195	195	195	195	195	0	0
1603	16	20	1000	7000	19	195	195	195	195	195	195	0	0
1604	16	21	1000	5500	20	195	195	195	195	195	195	0	0
1605	16	22	1000	4000	21	195	195	195	195	195	195	0	0
1606	16	23	1000	3000	22	195	195	195	195	195	195	0	0
1607	16	24	1000	2200	23	195	195	195	195	195	195	0	0
1608	16	25	1000	2000	24	195	195	195	195	195	195	0	0
1609	16	26	1000	1700	25	195	195	195	195	195	195	0	0
1610	16	27	1000	1500	26	195	195	195	195	195	195	0	0
1611	16	28	1000	1400	27	195	195	195	195	195	195	0	0
1612	16	29	1000	1300	28	195	195	195	195	195	195	0	0
1613	16	30	1000	1200	29	195	195	195	195	195	195	0	0
1614	16	31	1000	1000	30	195	195	195	195	195	195	0	0
1615	16	32	1000	800	31	195	195	195	195	195	195	0	0
1616	16	33	1000	700	32	195	195	195	195	195	195	0	0
1617	16	34	1000	500	33	195	195	195	195	195	195	0	0
1618	16	35	1000	420	34	195	195	195	195	195	195	0	0
1619	16	36	1000	420	35	195	195	195	195	195	195	0	0
1620	16	37	1000	420	36	195	195	195	195	195	195	0	0
1621	16	38	1000	420	37	195	195	195	195	195	195	0	0
1622	16	39	1000	420	38	195	195	195	195	195	195	0	0
1623	16	40	1000	420	39	195	195	195	195	195	195	0	0
1624	16	41	1000	420	40	195	195	195	195	195	195	0	0
1625	16	42	1000	420	41	195	195	195	195	195	195	0	0
1626	16	43	1000	420	42	195	195	195	195	195	195	0	0
1627	16	44	1000	420	43	195	195	195	195	195	195	0	0
1628	16	45	1000	420	44	195	195	195	195	195	195	0	0
1629	16	46	1000	420	45	195	195	195	195	195	195	0	0
1630	16	47	1000	420	46	195	195	195	195	195	195	0	0
1631	16	48	1000	420	47	195	195	195	195	195	195	0	0
1632	16	49	1000	420	48	195	195	195	195	195	195	0	0
1633	16	50	1000	400	49	195	195	195	195	195	195	0	0
1634	16	51	1000	400	50	195	195	195	195	195	195	0	0
1635	16	52	1000	400	51	195	195	195	195	195	195	0	0
1636	16	53	1000	400	52	195	195	195	195	195	195	0	0
1637	16	54	1000	400	53	195	195	195	195	195	195	0	0
1638	16	55	1000	400	54	195	195	195	195	195	195	0	0
1639	16	56	1000	400	55	195	195	195	195	195	195	0	0
1640	16	57	1000	400	56	195	195	195	195	195	195	0	0
1641	16	58	1000	400	57	195	195	195	195	195	195	0	0
1642	16	59	1000	400	58	195	195	195	195	195	195	0	0
1643	16	60	1000	400	59	195	195	195	195	195	195	0	0
1644	16	61	1000	350	60	195	195	195	195	195	195	0	0
1645	16	62	1000	350	61	195	195	195	195	195	195	0	0
1646	16	63	1000	350	62	195	195	195	195	195	195	0	0
1647	16	64	1000	350	63	195	195	195	195	195	195	0	0
1648	16	65	1000	350	64	195	195	195	195	195	195	0	0
1649	16	66	1000	350	65	195	195	195	195	195	195	0	0
1650	16	67	1000	350	66	195	195	195	195	195	195	0	0
1651	16	68	1000	350	67	195	195	195	195	195	195	0	0
1652	16	69	1000	350	68	195	195	195	195	195	195	0	0
1653	16	70	1000	350	69	195	195	195	195	195	195	0	0
1654	16	71	1000	250	70	195	195	195	195	195	195	0	0
1655	16	72	1000	250	71	195	195	195	195	195	195	0	0
1656	16	73	1000	250	72	195	195	195	195	195	195	0	0
1657	16	74	1000	250	73	195	195	195	195	195	195	0	0
1658	16	75	1000	250	74	195	195	195	195	195	195	0	0
1659	16	76	1000	250	75	195	195	195	195	195	195	0	0
1660	16	77	1000	250	76	195	195	195	195	195	195	0	0
1661	16	78	1000	250	77	195	195	195	195	195	195	0	0
1662	16	79	1000	250	78	195	195	195	195	195	195	0	0
1663	16	80	1000	250	79	195	195	195	195	195	195	0	0
1664	16	81	1000	250	80	195	195	195	195	195	195	0	0
1665	16	82	1000	200	81	195	195	195	195	195	195	0	0
1666	16	83	1000	200	82	195	195	195	195	195	195	0	0
1667	16	84	1000	200	83	195	195	195	195	195	195	0	0
1668	16	85	1000	200	84	195	195	195	195	195	195	0	0
1669	16	86	1000	200	85	195	195	195	195	195	195	0	0
1670	16	87	1000	200	86	195	195	195	195	195	195	0	0
1671	16	88	1000	200	87	195	195	195	195	195	195	0	0
1672	16	89	1000	200	88	195	195	195	195	195	195	0	0
1673	16	90	1000	100	89	195	195	195	195	195	195	0	0
1674	16	91	1000	100	90	195	195	195	195	195	195	0	0
1675	16	92	1000	100	91	195	195	195	195	195	195	0	0
1676	16	93	1000	100	92	195	195	195	195	195	195	0	0
1677	16	94	1000	100	93	195	195	195	195	195	195	0	0
1678	16	95	1000	100	94	195	195	195	195	195	195	0	0
1679	16	96	1000	100	95	195	195	195	195	195	195	0	0
1680	16	97	1000	100	96	195	195	195	195	195	195	0	0
1681	16	98	1000	100	97	195	195	195	195	195	195	0	0
1682	16	99	1000	100	98	195	195	195	195	195	195	0	0
1683	17	1	100	7500	0	10	10	10	10	10	10	2	0
1684	17	2	115	6000	1	15	15	15	15	15	15	4	0
1685	17	3	132	5000	2	21	21	21	21	21	21	6	0
1686	17	4	151	4500	3	30	30	30	30	30	30	10	0
1687	17	5	173	3500	4	44	44	44	44	44	44	14	0
1688	17	6	199	3000	5	70	70	70	70	70	70	20	0
1689	17	7	228	2000	6	93	93	93	93	93	93	26	0
1690	17	8	261	1000	7	135	135	135	135	135	135	34	0
1691	17	9	300	1000	8	195	195	195	195	195	195	42	0
1692	17	10	344	10000	9	195	195	195	195	195	195	50	0
1693	17	11	393	8000	10	195	195	195	195	195	195	58	0
1694	17	12	447	7900	11	195	195	195	195	195	195	66	0
1695	17	13	506	7800	12	195	195	195	195	195	195	74	0
1696	17	14	570	7700	13	195	195	195	195	195	195	82	0
1697	17	15	639	7600	14	195	195	195	195	195	195	90	0
1698	17	16	713	7500	15	195	195	195	195	195	195	98	0
1699	17	17	792	7400	16	195	195	195	195	195	195	106	0
1700	17	18	876	7300	17	195	195	195	195	195	195	114	0
1701	17	19	965	7200	18	195	195	195	195	195	195	122	0
1702	17	20	1000	7000	19	195	195	195	195	195	195	130	0
1703	17	21	1000	5500	20	195	195	195	195	195	195	140	0
1704	17	22	1000	4000	21	195	195	195	195	195	195	150	0
1705	17	23	1000	3000	22	195	195	195	195	195	195	160	0
1706	17	24	1000	2200	23	195	195	195	195	195	195	170	0
1707	17	25	1000	2000	24	195	195	195	195	195	195	180	0
1708	17	26	1000	1700	25	195	195	195	195	195	195	190	0
1709	17	27	1000	1500	26	195	195	195	195	195	195	200	0
1710	17	28	1000	1400	27	195	195	195	195	195	195	210	0
1711	17	29	1000	1300	28	195	195	195	195	195	195	220	0
1712	17	30	1000	1200	29	195	195	195	195	195	195	230	0
1713	17	31	1000	1000	30	195	195	195	195	195	195	242	0
1714	17	32	1000	800	31	195	195	195	195	195	195	254	0
1715	17	33	1000	700	32	195	195	195	195	195	195	266	0
1716	17	34	1000	500	33	195	195	195	195	195	195	278	0
1717	17	35	1000	420	34	195	195	195	195	195	195	290	0
1718	17	36	1000	420	35	195	195	195	195	195	195	302	0
1719	17	37	1000	420	36	195	195	195	195	195	195	314	0
1720	17	38	1000	420	37	195	195	195	195	195	195	326	0
1721	17	39	1000	420	38	195	195	195	195	195	195	338	0
1722	17	40	1000	420	39	195	195	195	195	195	195	350	0
1723	17	41	1000	420	40	195	195	195	195	195	195	365	0
1724	17	42	1000	420	41	195	195	195	195	195	195	380	0
1725	17	43	1000	420	42	195	195	195	195	195	195	395	0
1726	17	44	1000	420	43	195	195	195	195	195	195	410	0
1727	17	45	1000	420	44	195	195	195	195	195	195	425	0
1728	17	46	1000	420	45	195	195	195	195	195	195	440	0
1729	17	47	1000	420	46	195	195	195	195	195	195	455	0
1730	17	48	1000	420	47	195	195	195	195	195	195	470	0
1731	17	49	1000	420	48	195	195	195	195	195	195	485	0
1732	17	50	1000	400	49	195	195	195	195	195	195	500	0
1733	17	51	1000	400	50	195	195	195	195	195	195	518	0
1734	17	52	1000	400	51	195	195	195	195	195	195	536	0
1735	17	53	1000	400	52	195	195	195	195	195	195	554	0
1736	17	54	1000	400	53	195	195	195	195	195	195	572	0
1737	17	55	1000	400	54	195	195	195	195	195	195	590	0
1738	17	56	1000	400	55	195	195	195	195	195	195	608	0
1739	17	57	1000	400	56	195	195	195	195	195	195	626	0
1740	17	58	1000	400	57	195	195	195	195	195	195	644	0
1741	17	59	1000	400	58	195	195	195	195	195	195	662	0
1742	17	60	1000	400	59	195	195	195	195	195	195	680	0
1743	17	61	1000	350	60	195	195	195	195	195	195	700	0
1744	17	62	1000	350	61	195	195	195	195	195	195	720	0
1745	17	63	1000	350	62	195	195	195	195	195	195	740	0
1746	17	64	1000	350	63	195	195	195	195	195	195	760	0
1747	17	65	1000	350	64	195	195	195	195	195	195	780	0
1748	17	66	1000	350	65	195	195	195	195	195	195	800	0
1749	17	67	1000	350	66	195	195	195	195	195	195	820	0
1750	17	68	1000	350	67	195	195	195	195	195	195	840	0
1751	17	69	1000	350	68	195	195	195	195	195	195	860	0
1752	17	70	1000	350	69	195	195	195	195	195	195	880	0
1753	17	71	1000	250	70	195	195	195	195	195	195	902	0
1754	17	72	1000	250	71	195	195	195	195	195	195	924	0
1755	17	73	1000	250	72	195	195	195	195	195	195	946	0
1756	17	74	1000	250	73	195	195	195	195	195	195	968	0
1757	17	75	1000	250	74	195	195	195	195	195	195	990	0
1758	17	76	1000	250	75	195	195	195	195	195	195	1012	0
1759	17	77	1000	250	76	195	195	195	195	195	195	1034	0
1760	17	78	1000	250	77	195	195	195	195	195	195	1056	0
1761	17	79	1000	250	78	195	195	195	195	195	195	1078	0
1762	17	80	1000	250	79	195	195	195	195	195	195	1100	0
1763	17	81	1000	250	80	195	195	195	195	195	195	1125	0
1764	17	82	1000	200	81	195	195	195	195	195	195	1150	0
1765	17	83	1000	200	82	195	195	195	195	195	195	1175	0
1766	17	84	1000	200	83	195	195	195	195	195	195	1200	0
1767	17	85	1000	200	84	195	195	195	195	195	195	1225	0
1768	17	86	1000	200	85	195	195	195	195	195	195	1250	0
1769	17	87	1000	200	86	195	195	195	195	195	195	1275	0
1770	17	88	1000	200	87	195	195	195	195	195	195	1300	0
1771	17	89	1000	200	88	195	195	195	195	195	195	1325	0
1772	17	90	1000	100	89	195	195	195	195	195	195	1350	0
1773	17	91	1000	100	90	195	195	195	195	195	195	1380	0
1774	17	92	1000	100	91	195	195	195	195	195	195	1410	0
1775	17	93	1000	100	92	195	195	195	195	195	195	1440	0
1776	17	94	1000	100	93	195	195	195	195	195	195	1470	0
1777	17	95	1000	100	94	195	195	195	195	195	195	1500	0
1778	17	96	1000	100	95	195	195	195	195	195	195	1530	0
1779	17	97	1000	100	96	195	195	195	195	195	195	1560	0
1780	17	98	1000	100	97	195	195	195	195	195	195	1590	0
1781	17	99	1000	100	98	195	195	195	195	195	195	1620	0
1782	18	1	100	7500	0	10	10	10	10	10	10	0	0
1783	18	2	115	6000	1	15	15	15	15	15	15	0	0
1784	18	3	132	5000	2	21	21	21	21	21	21	0	0
1785	18	4	151	4500	3	30	30	30	30	30	30	0	0
1786	18	5	173	3500	4	44	44	44	44	44	44	0	0
1787	18	6	199	3000	5	70	70	70	70	70	70	0	0
1788	18	7	228	2000	6	93	93	93	93	93	93	0	0
1789	18	8	261	1000	7	135	135	135	135	135	135	0	0
1790	18	9	300	1000	8	195	195	195	195	195	195	0	0
1791	18	10	344	10000	9	195	195	195	195	195	195	0	0
1792	18	11	393	8000	10	195	195	195	195	195	195	0	0
1793	18	12	447	7900	11	195	195	195	195	195	195	0	0
1794	18	13	506	7800	12	195	195	195	195	195	195	0	0
1795	18	14	570	7700	13	195	195	195	195	195	195	0	0
1796	18	15	639	7600	14	195	195	195	195	195	195	0	0
1797	18	16	713	7500	15	195	195	195	195	195	195	0	0
1798	18	17	792	7400	16	195	195	195	195	195	195	0	0
1799	18	18	876	7300	17	195	195	195	195	195	195	0	0
1800	18	19	965	7200	18	195	195	195	195	195	195	0	0
1801	18	20	1000	7000	19	195	195	195	195	195	195	0	0
1802	18	21	1000	5500	20	195	195	195	195	195	195	0	0
1803	18	22	1000	4000	21	195	195	195	195	195	195	0	0
1804	18	23	1000	3000	22	195	195	195	195	195	195	0	0
1805	18	24	1000	2200	23	195	195	195	195	195	195	0	0
1806	18	25	1000	2000	24	195	195	195	195	195	195	0	0
1807	18	26	1000	17000	25	195	195	195	195	195	195	0	0
1808	18	27	1000	1500	26	195	195	195	195	195	195	0	0
1809	18	28	1000	1400	27	195	195	195	195	195	195	0	0
1810	18	29	1000	1300	28	195	195	195	195	195	195	0	0
1811	18	30	1000	1200	29	195	195	195	195	195	195	0	0
1812	18	31	1000	1000	30	195	195	195	195	195	195	0	0
1813	18	32	1000	800	31	195	195	195	195	195	195	0	0
1814	18	33	1000	700	32	195	195	195	195	195	195	0	0
1815	18	34	1000	500	33	195	195	195	195	195	195	0	0
1816	18	35	1000	420	34	195	195	195	195	195	195	0	0
1817	18	36	1000	420	35	195	195	195	195	195	195	0	0
1818	18	37	1000	420	36	195	195	195	195	195	195	0	0
1819	18	38	1000	420	37	195	195	195	195	195	195	0	0
1820	18	39	1000	420	38	195	195	195	195	195	195	0	0
1821	18	40	1000	420	39	195	195	195	195	195	195	0	0
1822	18	41	1000	420	40	195	195	195	195	195	195	0	0
1823	18	42	1000	420	41	195	195	195	195	195	195	0	0
1824	18	43	1000	420	42	195	195	195	195	195	195	0	0
1825	18	44	1000	420	43	195	195	195	195	195	195	0	0
1826	18	45	1000	420	44	195	195	195	195	195	195	0	0
1827	18	46	1000	420	45	195	195	195	195	195	195	0	0
1828	18	47	1000	420	46	195	195	195	195	195	195	0	0
1829	18	48	1000	420	47	195	195	195	195	195	195	0	0
1830	18	49	1000	420	48	195	195	195	195	195	195	0	0
1831	18	50	1000	400	49	195	195	195	195	195	195	0	0
1832	18	51	1000	400	50	195	195	195	195	195	195	0	0
1833	18	52	1000	400	51	195	195	195	195	195	195	0	0
1834	18	53	1000	400	52	195	195	195	195	195	195	0	0
1835	18	54	1000	400	53	195	195	195	195	195	195	0	0
1836	18	55	1000	400	54	195	195	195	195	195	195	0	0
1837	18	56	1000	400	55	195	195	195	195	195	195	0	0
1838	18	57	1000	400	56	195	195	195	195	195	195	0	0
1839	18	58	1000	400	57	195	195	195	195	195	195	0	0
1840	18	59	1000	400	58	195	195	195	195	195	195	0	0
1841	18	60	1000	400	59	195	195	195	195	195	195	0	0
1842	18	61	1000	350	60	195	195	195	195	195	195	0	0
1843	18	62	1000	350	61	195	195	195	195	195	195	0	0
1844	18	63	1000	350	62	195	195	195	195	195	195	0	0
1845	18	64	1000	350	63	195	195	195	195	195	195	0	0
1846	18	65	1000	350	64	195	195	195	195	195	195	0	0
1847	18	66	1000	350	65	195	195	195	195	195	195	0	0
1848	18	67	1000	350	66	195	195	195	195	195	195	0	0
1849	18	68	1000	350	67	195	195	195	195	195	195	0	0
1850	18	69	1000	350	68	195	195	195	195	195	195	0	0
1851	18	70	1000	350	69	195	195	195	195	195	195	0	0
1852	18	71	1000	250	70	195	195	195	195	195	195	0	0
1853	18	72	1000	250	71	195	195	195	195	195	195	0	0
1854	18	73	1000	250	72	195	195	195	195	195	195	0	0
1855	18	74	1000	250	73	195	195	195	195	195	195	0	0
1856	18	75	1000	250	74	195	195	195	195	195	195	0	0
1857	18	76	1000	250	75	195	195	195	195	195	195	0	0
1858	18	77	1000	250	76	195	195	195	195	195	195	0	0
1859	18	78	1000	250	77	195	195	195	195	195	195	0	0
1860	18	79	1000	250	78	195	195	195	195	195	195	0	0
1861	18	80	1000	250	79	195	195	195	195	195	195	0	0
1862	18	81	1000	250	80	195	195	195	195	195	195	0	0
1863	18	82	1000	200	81	195	195	195	195	195	195	0	0
1864	18	83	1000	200	82	195	195	195	195	195	195	0	0
1865	18	84	1000	200	83	195	195	195	195	195	195	0	0
1866	18	85	1000	200	84	195	195	195	195	195	195	0	0
1867	18	86	1000	200	85	195	195	195	195	195	195	0	0
1868	18	87	1000	200	86	195	195	195	195	195	195	0	0
1869	18	88	1000	200	87	195	195	195	195	195	195	0	0
1870	18	89	1000	200	88	195	195	195	195	195	195	0	0
