INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING
38555006	5	55	6	32	129255	95650	ZhenYuanZH_2_9	魂元·迅捷	装备原有#G身法#W效果直接提升#G32#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有身法属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38555007	5	55	7	38	244275	224905	ZhenYuanZH_2_9	魂元·迅捷	装备原有#G身法#W效果直接提升#G38#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有身法属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38555008	5	55	8	43	424505	469180	ZhenYuanZH_2_9	魂元·迅捷	装备原有#G身法#W效果直接提升#G43#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有身法属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38555009	5	55	9	48	0	893685	ZhenYuanZH_2_9	魂元·迅捷	装备原有#G身法#W效果直接提升#G48#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有身法属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556001	5	56	1	1204	100	1000	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G1204#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556002	5	56	2	2287	1485	1100	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G2287#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556003	5	56	3	3369	7585	2585	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G3369#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556004	5	56	4	4452	24455	10170	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G4452#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556005	5	56	5	5535	61025	34625	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G5535#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556006	5	56	6	6618	129255	95650	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G6618#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556007	5	56	7	7701	244275	224905	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G7701#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556008	5	56	8	8784	424505	469180	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G8784#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38556009	5	56	9	9867	0	893685	ZhenYuanZH_2_14	魂元·血涌丹田	装备原有#G血上限#W效果直接提升#G9867#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有血上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557001	5	57	1	619	100	1000	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G619#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557002	5	57	2	1177	1485	1100	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G1177#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557003	5	57	3	1734	7585	2585	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G1734#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557004	5	57	4	2291	24455	10170	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G2291#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557005	5	57	5	2848	61025	34625	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G2848#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557006	5	57	6	3405	129255	95650	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G3405#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557007	5	57	7	3962	244275	224905	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G3962#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557008	5	57	8	4519	424505	469180	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G4519#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38557009	5	57	9	5076	0	893685	ZhenYuanZH_3_3	魂元·气贯神庭	装备原有#G气上限#W效果直接提升#G5076#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有气上限属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558001	5	58	1	213	100	1000	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G213#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558002	5	58	2	404	1485	1100	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G404#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558003	5	58	3	595	7585	2585	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G595#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558004	5	58	4	786	24455	10170	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G786#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558005	5	58	5	978	61025	34625	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G978#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558006	5	58	6	1169	129255	95650	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1169#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558007	5	58	7	1360	244275	224905	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1360#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558008	5	58	8	1551	424505	469180	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1551#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38558009	5	58	9	1742	0	893685	ZhenYuanZH_3_8	魂元·内劲绵绵	装备原有#G内功攻击#W效果直接提升#G1742#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559001	5	59	1	213	100	1000	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G213#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559002	5	59	2	404	1485	1100	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G404#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559003	5	59	3	595	7585	2585	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G595#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559004	5	59	4	786	24455	10170	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G786#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559005	5	59	5	978	61025	34625	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G978#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559006	5	59	6	1169	129255	95650	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1169#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559007	5	59	7	1360	244275	224905	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1360#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559008	5	59	8	1551	424505	469180	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1551#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38559009	5	59	9	1742	0	893685	ZhenYuanZH_3_13	魂元·外功罡猛	装备原有#G外功攻击#W效果直接提升#G1742#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功攻击属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560001	5	60	1	212	100	1000	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G212#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560002	5	60	2	402	1485	1100	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G402#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560003	5	60	3	592	7585	2585	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G592#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560004	5	60	4	783	24455	10170	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G783#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560005	5	60	5	973	61025	34625	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G973#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560006	5	60	6	1163	129255	95650	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1163#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560007	5	60	7	1353	244275	224905	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1353#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560008	5	60	8	1544	424505	469180	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1544#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38560009	5	60	9	1734	0	893685	ZhenYuanZH_4_2	魂元·千转柔筋	装备原有#G内功防御#W效果直接提升#G1734#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有内功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561001	5	61	1	212	100	1000	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G212#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561002	5	61	2	402	1485	1100	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G402#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561003	5	61	3	592	7585	2585	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G592#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561004	5	61	4	783	24455	10170	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G783#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561005	5	61	5	973	61025	34625	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G973#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561006	5	61	6	1163	129255	95650	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1163#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561007	5	61	7	1353	244275	224905	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1353#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561008	5	61	8	1544	424505	469180	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1544#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38561009	5	61	9	1734	0	893685	ZhenYuanZH_4_7	魂元·百炼铁骨	装备原有#G外功防御#W效果直接提升#G1734#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有外功防御属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562001	5	62	1	118	100	1000	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G118#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562002	5	62	2	225	1485	1100	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G225#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562003	5	62	3	331	7585	2585	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G331#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562004	5	62	4	437	24455	10170	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G437#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562005	5	62	5	543	61025	34625	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G543#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
38562006	5	62	6	649	129255	95650	ZhenYuanZH_4_12	魂元·百步穿杨	装备原有#G命中#W效果直接提升#G649#W点	由#G真元转换#W而来，可在#G苏州（350，229）#W#R张士心#W处通过#G真元转换#W功能重新变为#G真元#W。#r#G该魂元在90级以下或7星以下有命中属性的装备上能发挥更大效果#r#G该魂元可在苏州（350，229）张士心处铸为金色魂元。#r#G（魂元放入真元盘眼内方可生效）
